Category,Date,Sales_Value
Grocery,9/21/2015,4988
Grocery,9/22/2015,2907
Grocery,9/23/2015,2854
Grocery,9/24/2015,2644
Grocery,9/25/2015,3048
Grocery,9/26/2015,5055
Grocery,9/27/2015,2832
Grocery,9/28/2015,3190
Grocery,9/29/2015,1649
Grocery,9/30/2015,2777
Grocery,10/1/2015,4067
Grocery,10/2/2015,7864
Grocery,10/3/2015,4677
Grocery,10/4/2015,5816
Grocery,10/5/2015,3094
Grocery,10/6/2015,3706
Grocery,10/7/2015,2841
Grocery,10/8/2015,2886
Grocery,10/9/2015,3872
Grocery,10/10/2015,7089
Grocery,10/11/2015,5739
Grocery,10/12/2015,1543
Grocery,10/13/2015,3797
Grocery,10/14/2015,3148
Grocery,10/15/2015,4240
Grocery,10/16/2015,2861
Grocery,10/18/2015,4764
Grocery,10/19/2015,4000
Grocery,10/20/2015,4368
Grocery,10/21/2015,2495
Grocery,10/22/2015,2530
Grocery,10/23/2015,2153
Grocery,10/24/2015,4510
Grocery,10/25/2015,6579
Grocery,10/26/2015,2055
Grocery,10/27/2015,4344
Grocery,10/28/2015,2628
Grocery,10/29/2015,3141
Grocery,10/30/2015,5235
Grocery,10/31/2015,3190
Grocery,11/1/2015,3094
Grocery,11/2/2015,3706
Grocery,11/3/2015,2841
Grocery,11/4/2015,2886
Grocery,11/5/2015,3872
Grocery,11/6/2015,8654
Grocery,11/7/2015,5634
Grocery,11/8/2015,5988
Grocery,11/9/2015,6899
Grocery,11/10/2015,8654
Grocery,11/11/2015,2856
Grocery,11/12/2015,2788
Grocery,11/13/2015,2204
Grocery,11/14/2015,3092
Grocery,11/15/2015,7594
Grocery,11/16/2015,4425
Grocery,11/17/2015,4719
Grocery,11/18/2015,2887
Grocery,11/19/2015,3348
Grocery,11/20/2015,1916
Grocery,11/21/2015,4236
Grocery,11/22/2015,5666
Grocery,11/23/2015,3176
Grocery,11/24/2015,2197
Grocery,11/25/2015,2627
Grocery,11/26/2015,3048
Grocery,11/27/2015,3810
Grocery,11/28/2015,5268
Grocery,11/29/2015,5189
Grocery,11/30/2015,3590
Grocery,12/1/2015,4252
Grocery,12/2/2015,4703
Grocery,12/3/2015,4888
Grocery,12/4/2015,4530
Grocery,12/5/2015,4943
Grocery,12/6/2015,7955
Grocery,12/7/2015,5223
Grocery,12/8/2015,3211
Grocery,12/9/2015,2941
Grocery,12/10/2015,3296
Grocery,12/11/2015,2902
Grocery,12/12/2015,4148
Grocery,12/13/2015,7154
Grocery,12/14/2015,2655
Grocery,12/15/2015,1185
Grocery,12/16/2015,1442
Grocery,12/17/2015,4612
Grocery,12/18/2015,2836
Grocery,12/19/2015,4990
Grocery,12/20/2015,5225
Grocery,12/21/2015,3955
Grocery,12/22/2015,3385
Grocery,12/23/2015,2667
Grocery,12/24/2015,5187
Grocery,12/25/2015,7653
Grocery,12/26/2015,3376
Grocery,12/27/2015,2926
Grocery,12/28/2015,4288
Grocery,12/29/2015,3685
Grocery,12/30/2015,3019
Grocery,12/31/2015,4727
